True_Label,Predicted_Label,Confidence
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.397354
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,97.78397
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,98.04008
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.49729
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.955574
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.707565
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.99144
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.99263
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,74.18173
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.99943
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.89949
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.59555
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.096535
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,92.3716
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.88551
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,96.40641
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.97581
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.99311
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,73.21551
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.98411
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.979706
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,86.897255
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.9821
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.27308
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.9956
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.970215
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,81.58872
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,62.693947
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.90676
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,77.17935
Pepper__bell___Bacterial_spot,Tomato_Septoria_leaf_spot,44.175472
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,98.98683
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.95441
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.99856
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.97445
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.90167
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,87.07179
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,97.86999
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.910934
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.874374
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.99119
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.443855
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,96.36801
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,97.46286
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.89914
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,50.55353
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,96.42189
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.440994
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.16313
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.56181
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,87.726425
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.99241
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.24422
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,63.052887
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.69169
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.954315
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.923584
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.551544
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.98499
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.473854
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.29994
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,65.15736
Pepper__bell___Bacterial_spot,Pepper__bell___healthy,92.891106
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.95591
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.92876
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,96.50024
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.32119
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,57.54246
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.474525
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,42.734753
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.81369
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.33978
Pepper__bell___Bacterial_spot,Tomato__Tomato_YellowLeaf__Curl_Virus,89.57984
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.92951
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.68291
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.684166
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.94679
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.95077
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,98.86801
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.779045
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.41246
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,92.66898
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.92322
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,73.369194
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.90078
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.94648
Pepper__bell___Bacterial_spot,Pepper__bell___healthy,88.38034
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.92556
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,98.984665
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.975845
Pepper__bell___Bacterial_spot,Tomato__Tomato_YellowLeaf__Curl_Virus,57.54869
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,56.991653
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.98512
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.88053
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.21978
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.75011
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,86.62025
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.96129
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,98.61761
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.85215
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,93.807205
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.94914
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,98.90455
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.99008
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.96745
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.28261
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.42901
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.77442
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.85818
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.64712
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,98.26036
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,86.226845
Pepper__bell___Bacterial_spot,Pepper__bell___Bacterial_spot,99.51903
Pepper__bell___healthy,Pepper__bell___healthy,99.98591
Pepper__bell___healthy,Pepper__bell___healthy,99.43941
Pepper__bell___healthy,Pepper__bell___healthy,99.99919
Pepper__bell___healthy,Pepper__bell___healthy,99.914085
Pepper__bell___healthy,Pepper__bell___healthy,99.966225
Pepper__bell___healthy,Pepper__bell___healthy,99.98091
Pepper__bell___healthy,Pepper__bell___healthy,99.2357
Pepper__bell___healthy,Pepper__bell___healthy,99.99349
Pepper__bell___healthy,Pepper__bell___healthy,99.96635
Pepper__bell___healthy,Pepper__bell___healthy,99.832436
Pepper__bell___healthy,Pepper__bell___healthy,99.99917
Pepper__bell___healthy,Pepper__bell___healthy,99.99691
Pepper__bell___healthy,Pepper__bell___healthy,99.997986
Pepper__bell___healthy,Pepper__bell___healthy,99.834236
Pepper__bell___healthy,Pepper__bell___healthy,98.29745
Pepper__bell___healthy,Pepper__bell___healthy,94.20119
Pepper__bell___healthy,Pepper__bell___healthy,99.9655
Pepper__bell___healthy,Pepper__bell___healthy,91.742134
Pepper__bell___healthy,Pepper__bell___healthy,99.82817
Pepper__bell___healthy,Pepper__bell___healthy,99.61181
Pepper__bell___healthy,Pepper__bell___healthy,99.95054
Pepper__bell___healthy,Pepper__bell___healthy,99.29127
Pepper__bell___healthy,Pepper__bell___healthy,97.4536
Pepper__bell___healthy,Pepper__bell___healthy,99.09642
Pepper__bell___healthy,Pepper__bell___healthy,99.99731
Pepper__bell___healthy,Pepper__bell___healthy,99.99657
Pepper__bell___healthy,Pepper__bell___healthy,99.99551
Pepper__bell___healthy,Pepper__bell___healthy,95.61963
Pepper__bell___healthy,Pepper__bell___healthy,99.78776
Pepper__bell___healthy,Pepper__bell___healthy,99.91221
Pepper__bell___healthy,Pepper__bell___healthy,99.72011
Pepper__bell___healthy,Pepper__bell___healthy,99.4842
Pepper__bell___healthy,Pepper__bell___healthy,99.84146
Pepper__bell___healthy,Pepper__bell___healthy,99.630646
Pepper__bell___healthy,Pepper__bell___Bacterial_spot,43.645626
Pepper__bell___healthy,Pepper__bell___healthy,99.99055
Pepper__bell___healthy,Pepper__bell___healthy,99.866
Pepper__bell___healthy,Pepper__bell___healthy,98.248604
Pepper__bell___healthy,Pepper__bell___healthy,99.97365
Pepper__bell___healthy,Pepper__bell___healthy,99.99884
Pepper__bell___healthy,Pepper__bell___healthy,99.71884
Pepper__bell___healthy,Pepper__bell___healthy,99.37121
Pepper__bell___healthy,Pepper__bell___healthy,99.990204
Pepper__bell___healthy,Pepper__bell___healthy,99.004875
Pepper__bell___healthy,Pepper__bell___healthy,99.85353
Pepper__bell___healthy,Pepper__bell___healthy,99.005486
Pepper__bell___healthy,Pepper__bell___healthy,99.98919
Pepper__bell___healthy,Pepper__bell___healthy,99.85042
Pepper__bell___healthy,Pepper__bell___healthy,99.98858
Pepper__bell___healthy,Pepper__bell___healthy,99.998726
Pepper__bell___healthy,Pepper__bell___healthy,99.97661
Pepper__bell___healthy,Pepper__bell___healthy,99.996445
Pepper__bell___healthy,Pepper__bell___healthy,99.995445
Pepper__bell___healthy,Pepper__bell___healthy,98.99606
Pepper__bell___healthy,Pepper__bell___healthy,98.874565
Pepper__bell___healthy,Pepper__bell___healthy,88.5674
Pepper__bell___healthy,Pepper__bell___healthy,98.31776
Pepper__bell___healthy,Pepper__bell___healthy,95.43942
Pepper__bell___healthy,Pepper__bell___healthy,99.92581
Pepper__bell___healthy,Pepper__bell___healthy,94.32386
Pepper__bell___healthy,Pepper__bell___healthy,99.99936
Pepper__bell___healthy,Pepper__bell___healthy,99.98347
Pepper__bell___healthy,Pepper__bell___healthy,33.60134
Pepper__bell___healthy,Pepper__bell___healthy,99.98214
Pepper__bell___healthy,Pepper__bell___healthy,99.80324
Pepper__bell___healthy,Pepper__bell___healthy,96.64155
Pepper__bell___healthy,Tomato_Leaf_Mold,55.339104
Pepper__bell___healthy,Pepper__bell___healthy,99.896324
Pepper__bell___healthy,Pepper__bell___healthy,98.41711
Pepper__bell___healthy,Pepper__bell___healthy,99.91918
Pepper__bell___healthy,Pepper__bell___healthy,99.93087
Pepper__bell___healthy,Pepper__bell___healthy,99.98478
Pepper__bell___healthy,Pepper__bell___healthy,98.68242
Pepper__bell___healthy,Pepper__bell___healthy,99.50874
Pepper__bell___healthy,Pepper__bell___healthy,99.81528
Pepper__bell___healthy,Pepper__bell___healthy,85.641846
Pepper__bell___healthy,Pepper__bell___healthy,99.97527
Pepper__bell___healthy,Pepper__bell___healthy,99.99064
Pepper__bell___healthy,Pepper__bell___healthy,99.97627
Pepper__bell___healthy,Pepper__bell___healthy,98.307976
Pepper__bell___healthy,Pepper__bell___healthy,99.46165
Pepper__bell___healthy,Pepper__bell___healthy,99.975876
Pepper__bell___healthy,Pepper__bell___healthy,99.97261
Pepper__bell___healthy,Pepper__bell___healthy,91.380325
Pepper__bell___healthy,Pepper__bell___healthy,85.21541
Pepper__bell___healthy,Pepper__bell___healthy,99.91493
Pepper__bell___healthy,Pepper__bell___healthy,99.92214
Pepper__bell___healthy,Pepper__bell___healthy,99.957695
Pepper__bell___healthy,Pepper__bell___healthy,99.79469
Pepper__bell___healthy,Pepper__bell___healthy,99.974304
Pepper__bell___healthy,Pepper__bell___healthy,99.61437
Pepper__bell___healthy,Pepper__bell___healthy,99.99762
Pepper__bell___healthy,Pepper__bell___healthy,99.986984
Pepper__bell___healthy,Pepper__bell___healthy,99.931076
Pepper__bell___healthy,Pepper__bell___healthy,99.98609
Pepper__bell___healthy,Pepper__bell___healthy,99.98214
Pepper__bell___healthy,Pepper__bell___healthy,92.08912
Pepper__bell___healthy,Pepper__bell___healthy,99.973175
Pepper__bell___healthy,Pepper__bell___healthy,99.99894
Pepper__bell___healthy,Pepper__bell___healthy,99.96598
Pepper__bell___healthy,Pepper__bell___healthy,99.970215
Pepper__bell___healthy,Pepper__bell___healthy,99.99896
Pepper__bell___healthy,Pepper__bell___healthy,99.98635
Pepper__bell___healthy,Pepper__bell___healthy,99.5162
Pepper__bell___healthy,Pepper__bell___healthy,99.99616
Pepper__bell___healthy,Pepper__bell___healthy,99.444855
Pepper__bell___healthy,Pepper__bell___healthy,98.03008
Pepper__bell___healthy,Pepper__bell___healthy,99.47161
Pepper__bell___healthy,Pepper__bell___healthy,99.97833
Pepper__bell___healthy,Pepper__bell___healthy,99.42477
Pepper__bell___healthy,Potato___healthy,52.79771
Pepper__bell___healthy,Pepper__bell___healthy,95.329895
Pepper__bell___healthy,Pepper__bell___healthy,99.78878
Pepper__bell___healthy,Pepper__bell___healthy,99.94178
Pepper__bell___healthy,Pepper__bell___healthy,99.89305
Pepper__bell___healthy,Pepper__bell___Bacterial_spot,56.034817
Pepper__bell___healthy,Pepper__bell___healthy,99.91804
Pepper__bell___healthy,Pepper__bell___healthy,99.99663
Pepper__bell___healthy,Pepper__bell___healthy,99.99941
Pepper__bell___healthy,Pepper__bell___healthy,99.99887
Pepper__bell___healthy,Pepper__bell___healthy,99.96747
Pepper__bell___healthy,Pepper__bell___healthy,99.989746
Pepper__bell___healthy,Pepper__bell___healthy,99.97857
Pepper__bell___healthy,Pepper__bell___healthy,99.94285
Pepper__bell___healthy,Pepper__bell___healthy,99.91622
Pepper__bell___healthy,Pepper__bell___healthy,99.98517
Pepper__bell___healthy,Pepper__bell___healthy,99.99038
Pepper__bell___healthy,Pepper__bell___healthy,99.81429
Pepper__bell___healthy,Pepper__bell___healthy,96.173134
Pepper__bell___healthy,Pepper__bell___healthy,99.96192
Pepper__bell___healthy,Pepper__bell___healthy,99.98892
Pepper__bell___healthy,Pepper__bell___healthy,98.666695
Pepper__bell___healthy,Pepper__bell___healthy,68.801765
Pepper__bell___healthy,Pepper__bell___healthy,99.20785
Pepper__bell___healthy,Pepper__bell___healthy,89.51193
Pepper__bell___healthy,Pepper__bell___healthy,98.53716
Pepper__bell___healthy,Pepper__bell___healthy,99.951126
Pepper__bell___healthy,Pepper__bell___healthy,99.48237
Pepper__bell___healthy,Pepper__bell___healthy,78.83924
Pepper__bell___healthy,Pepper__bell___healthy,97.54072
Pepper__bell___healthy,Pepper__bell___healthy,99.97977
Pepper__bell___healthy,Pepper__bell___healthy,99.99777
Pepper__bell___healthy,Pepper__bell___healthy,69.43324
Pepper__bell___healthy,Pepper__bell___healthy,99.89022
Pepper__bell___healthy,Pepper__bell___healthy,99.95032
Pepper__bell___healthy,Pepper__bell___healthy,99.916145
Pepper__bell___healthy,Pepper__bell___healthy,99.983574
Pepper__bell___healthy,Pepper__bell___healthy,99.993195
Pepper__bell___healthy,Pepper__bell___healthy,96.70699
Pepper__bell___healthy,Pepper__bell___healthy,99.489944
Pepper__bell___healthy,Pepper__bell___healthy,99.98722
Pepper__bell___healthy,Pepper__bell___healthy,98.36081
Pepper__bell___healthy,Pepper__bell___healthy,96.3103
Pepper__bell___healthy,Pepper__bell___healthy,98.11203
Pepper__bell___healthy,Pepper__bell___healthy,90.00689
Pepper__bell___healthy,Pepper__bell___healthy,92.21094
Pepper__bell___healthy,Pepper__bell___healthy,99.71688
Pepper__bell___healthy,Pepper__bell___healthy,99.98399
Pepper__bell___healthy,Pepper__bell___healthy,99.82066
Pepper__bell___healthy,Pepper__bell___healthy,99.93174
Pepper__bell___healthy,Pepper__bell___healthy,99.99871
Pepper__bell___healthy,Pepper__bell___healthy,99.38789
Pepper__bell___healthy,Pepper__bell___healthy,99.99846
Pepper__bell___healthy,Pepper__bell___healthy,99.70328
Pepper__bell___healthy,Pepper__bell___healthy,99.97222
Pepper__bell___healthy,Pepper__bell___healthy,99.98124
Pepper__bell___healthy,Pepper__bell___healthy,99.32896
Pepper__bell___healthy,Pepper__bell___healthy,99.78506
Pepper__bell___healthy,Pepper__bell___healthy,99.24895
Pepper__bell___healthy,Pepper__bell___healthy,99.924644
Pepper__bell___healthy,Pepper__bell___healthy,99.967316
Pepper__bell___healthy,Pepper__bell___healthy,91.844955
Pepper__bell___healthy,Pepper__bell___healthy,99.37349
Pepper__bell___healthy,Pepper__bell___healthy,99.96419
Pepper__bell___healthy,Pepper__bell___healthy,98.727356
Pepper__bell___healthy,Pepper__bell___healthy,99.8062
Pepper__bell___healthy,Pepper__bell___healthy,99.931946
Pepper__bell___healthy,Pepper__bell___healthy,84.142334
Pepper__bell___healthy,Pepper__bell___healthy,92.159485
Pepper__bell___healthy,Pepper__bell___Bacterial_spot,68.9296
Pepper__bell___healthy,Pepper__bell___healthy,99.9786
Pepper__bell___healthy,Pepper__bell___healthy,99.97585
Pepper__bell___healthy,Pepper__bell___healthy,97.25016
Pepper__bell___healthy,Pepper__bell___healthy,99.96192
Pepper__bell___healthy,Pepper__bell___Bacterial_spot,63.42311
Pepper__bell___healthy,Pepper__bell___healthy,99.72076
Pepper__bell___healthy,Pepper__bell___healthy,99.673225
Pepper__bell___healthy,Pepper__bell___healthy,99.96694
Pepper__bell___healthy,Pepper__bell___healthy,99.61727
Pepper__bell___healthy,Pepper__bell___healthy,98.10318
Pepper__bell___healthy,Pepper__bell___healthy,97.48584
Pepper__bell___healthy,Pepper__bell___healthy,99.99413
Pepper__bell___healthy,Pepper__bell___healthy,87.491455
Pepper__bell___healthy,Pepper__bell___healthy,99.905136
Pepper__bell___healthy,Pepper__bell___healthy,99.97905
Pepper__bell___healthy,Pepper__bell___healthy,99.96383
Pepper__bell___healthy,Pepper__bell___healthy,99.12583
Pepper__bell___healthy,Pepper__bell___healthy,98.81824
Pepper__bell___healthy,Pepper__bell___healthy,99.98058
Pepper__bell___healthy,Pepper__bell___healthy,99.89315
Pepper__bell___healthy,Pepper__bell___healthy,99.70928
Pepper__bell___healthy,Pepper__bell___healthy,99.50402
Pepper__bell___healthy,Pepper__bell___healthy,99.82992
Pepper__bell___healthy,Pepper__bell___healthy,98.5907
Pepper__bell___healthy,Pepper__bell___healthy,99.999794
Pepper__bell___healthy,Pepper__bell___healthy,99.99741
Pepper__bell___healthy,Pepper__bell___healthy,99.97987
Pepper__bell___healthy,Pepper__bell___healthy,99.899956
Pepper__bell___healthy,Pepper__bell___healthy,99.26422
Pepper__bell___healthy,Pepper__bell___healthy,98.90703
Pepper__bell___healthy,Pepper__bell___healthy,99.96702
Pepper__bell___healthy,Pepper__bell___healthy,58.063255
Pepper__bell___healthy,Pepper__bell___healthy,99.98753
Pepper__bell___healthy,Pepper__bell___healthy,98.827835
